Id, Latitude, Longitude, X, Y
419038530,44.5148216,48.5068631,4955367.27326541,6159574.69494189
419038533,44.5122182,48.5071028,4955077.46410308,6159614.85105287
419038536,44.54095,48.50719,4958275.87344866,6159629.45941432
419038537,44.5189601,48.5071074,4955827.96897806,6159615.62167682
419038538,44.5170701,48.5077281,4955617.57514046,6159719.6062959
419038540,44.5242316,48.5070368,4956414.78967378,6159603.79428236
419038541,44.5158782,48.506656,4955484.89343939,6159540.00034987
419038548,44.5745919,48.5064279,4962020.87262598,6159501.7878812
419038551,44.574719,48.5069978,4962035.02133326,6159597.26074295
419038563,44.579987,48.5066326,4962621.45241076,6159536.08025524
419038565,44.5475085,48.5067344,4959005.96232903,6159553.13435537
419038566,44.5070893,48.5066107,4954506.51756675,6159532.41145039
419038567,44.5744635,48.5068126,4962006.57920336,6159566.23487613
419038569,44.5341159,48.5067457,4957515.10491663,6159555.02739612
419038572,44.5365049,48.5069195,4957781.04718013,6159584.14342141
419038573,44.5427945,48.5068752,4958481.20224943,6159576.72200842
419038575,44.6199583,48.5068498,4967071.0371731,6159572.46684454
419038579,44.5776415,48.5066687,4962360.3525451,6159542.12792335
419038580,44.5128741,48.5067325,4955150.47855709,6159552.81605653
419038583,44.5197188,48.506868,4955912.42707573,6159575.51582001
419038585,44.5567972,48.5068083,4960039.97568316,6159565.51451448
419038592,44.5194702,48.5077504,4955884.75305032,6159723.34219376
419038596,44.5252864,48.5077585,4956532.20947267,6159724.69917949
419038598,44.51519,48.50773,4955408.28336582,6159719.92460103
419038602,44.5083855,48.5074382,4954650.80989072,6159671.03977417
419038605,44.5735277,48.5077482,4961902.40642387,6159722.97362977
419038607,44.5467124,48.5078268,4958917.3408824,6159736.14142588
419038608,44.5782942,48.5077799,4962433.01077674,6159728.28430334
419038610,44.5608348,48.5077642,4960489.43925919,6159725.65409551
419038611,44.551084,48.5078147,4959403.98516836,6159734.11432107
419038613,44.54312,48.50756,4958517.43674368,6159691.44471545
419038614,44.5555084,48.5073716,4959896.50712342,6159659.88241334
419038618,44.51533,48.5076,4955423.86809453,6159698.14585635
419038624,44.5387191,48.5076036,4958027.53079665,6159698.74895929
419038626,44.5312001,48.5077456,4957190.51954537,6159722.53805417
419038629,44.56454,48.5076,4960901.90023647,6159698.14585635
419038630,44.5478772,48.5075985,4959047.00582528,6159697.89456347
419038633,44.5787042,48.5074874,4962478.65176796,6159679.2821583
419038634,44.5202341,48.5074902,4955969.79000933,6159679.75123732
419038637,44.5490367,48.5073723,4959176.08077486,6159659.99968282
419038640,44.5484652,48.5074808,4959112.46168587,6159678.17647216
419038641,44.5350197,48.5074497,4957615.71547241,6159672.96634697
419038646,44.5193095,48.5075571,4955866.86400815,6159690.95888294
419038648,44.5122308,48.5075587,4955078.86672867,6159691.22692846
419038651,44.5347123,48.5075346,4957581.49586094,6159687.18949374
419038654,44.5610448,48.5074842,4960512.81635225,6159678.74606803
419038655,44.51559,48.50749,4955452.81116214,6159679.71773167
419038657,44.5208607,48.5072992,4956039.54280226,6159647.75340719
419038660,44.558085,48.5074154,4960183.3329234,6159667.22013547
419038664,44.5579771,48.5071856,4960171.32155035,6159628.72229456
419038667,44.5148732,48.507008,4955373.01735114,6159598.96951431
419038669,44.53995,48.50738,4958164.55395786,6159661.28964723
419038670,44.5352149,48.5073846,4957637.44503701,6159662.06027541
419038679,44.5156334,48.5082287,4955457.64242804,6159803.4717375
419038680,44.511805,48.5080786,4955031.46688949,6159778.32541993
419038681,44.5061817,48.5080361,4954405.48399691,6159771.20539026
419038684,44.5332775,48.5081759,4957421.77465555,6159794.62612224
419038688,44.56357,48.50824,4960793.9203304,6159805.36483439
419038690,44.5571494,48.5079522,4960079.18240782,6159757.14963167
419038691,44.5134934,48.5081998,4955219.41871774,6159798.63010224
419038692,44.5154335,48.5083631,4955435.38966183,6159825.98789089
419038693,44.5149526,48.5082554,4955381.85611871,6159807.94480783
419038698,44.5390217,48.5083617,4958061.21607456,6159825.75334731
419038704,44.5525276,48.5081412,4959564.68598527,6159788.81281575
419038709,44.5511734,48.5080257,4959413.93713083,6159769.46307803
419038711,44.5066687,48.507831,4954459.69658893,6159736.84504915
419038712,44.5569925,48.5077725,4960061.71637971,6159727.04458745
419038716,44.5159503,48.5080896,4955492.91957467,6159780.16825212
419038718,44.5452976,48.5081068,4958759.84606683,6159783.04977235
419038719,44.5512936,48.508169,4959427.31773363,6159793.47016184
419038721,44.5119868,48.5081137,4955051.70477291,6159784.20573132
419038722,44.5605062,48.5081437,4960452.85967451,6159789.23164173
419038731,44.5567708,48.5076368,4960037.0368486,6159704.31091068
419038735,44.5517505,48.5078918,4959478.17960897,6159747.03084022
419038736,44.5245547,48.507983,4956450.75700126,6159762.30954986
419038739,44.5213983,48.5079797,4956099.38816052,6159761.75670133
419038744,44.533219,48.5080456,4957415.26246534,6159772.79692578
419038746,44.5369958,48.5079466,4957835.69391816,6159756.21146506
419038747,44.5402862,48.5081067,4958201.97957067,6159783.03301932
419038756,44.5784242,48.5078699,4962447.48231054,6159743.36194366
419038758,44.5248805,48.5078728,4956487.02489136,6159743.84777919
419038761,44.612417,48.5079065,4966231.54349718,6159749.4935251
419038765,44.551057,48.5078823,4959400.97954211,6159745.43930955
419038766,44.5517057,48.5079294,4959473.19249578,6159753.329954
419038769,44.5087127,48.5076785,4954687.23362811,6159711.29686084
419038771,44.5077092,48.5075776,4954575.5245191,6159694.39321679
419038773,44.5717595,48.5090003,4961705.57130025,6159932.7393999
419038781,44.61078,48.50897,4966049.31349075,6159927.66314409
419038784,44.508062,48.5086638,4954614.79803545,6159876.36465102
419038785,44.5594227,48.5091188,4960332.24500624,6159952.59211286
419038786,44.5047827,48.5087114,4954249.74802929,6159884.33918401
419038787,44.553721,48.5089582,4959697.53466558,6159925.68625321
419038790,44.5137774,48.5087896,4955251.03345313,6159897.44021886
419038792,44.5497787,48.5088925,4959258.67983702,6159914.67933534
419038793,44.53209,48.50891,4957289.58276023,6159917.61116138
419038794,44.553281,48.5087283,4959648.55408963,6159887.1704801
419038797,44.5568472,48.5088123,4960045.5416577,6159901.24320849
419038800,44.5220109,48.5088151,4956167.58248057,6159901.71229984
419038804,44.5530888,48.5085972,4959627.1584835,6159865.20701876
419038812,44.5373019,48.5086614,4957869.7688143,6159875.96257392
419038814,44.5528555,48.5084326,4959601.1876463,6159837.63131222
419038817,44.5636748,48.5086485,4960805.58661304,6159873.80140987
419038819,44.5335603,48.5085717,4957453.25580754,6159860.93495626
419038821,44.5287029,48.508597,4956912.53251296,6159865.17351238
419038822,44.5569185,48.5087615,4960053.47873739,6159892.73255566
419038827,44.5429251,48.5085604,4958495.74057492,6159859.0418469
419038831,44.5078879,48.508414,4954595.4173121,6159834.51522954
419038832,44.51538,48.50854,4955429.43406907,6159855.62419923
419038839,44.5163225,48.5085266,4955534.35268915,6159853.37927454
419038840,44.56344,48.5085,4960779.4487966,6159848.92293329
419038842,44.5526443,48.5082949,4959577.67696984,6159814.56227578
419038846,44.5074869,48.5082528,4954550.77819629,6159807.50922785
419038848,44.5073143,48.5082954,4954531.56445218,6159814.64604123
419038849,44.6415569,48.508083,4969475.38232695,6159779.06255276
419038852,44.563333,48.5084322,4960767.53761108,6159837.56429968
419038853,44.549583,48.5084039,4959236.89461268,6159832.82316362
419038856,44.5107045,48.5081883,4954908.95978987,6159796.70350075
419038858,44.5080695,48.5082165,4954615.63293163,6159801.42786345
419038861,44.5761375,48.5094335,4962192.92803095,6160005.31511396
419038866,44.520622,48.5092975,4956012.97083981,6159982.53042738
419038867,44.5810705,48.5095184,4962742.06707903,6160019.53882081
419038870,44.5478148,48.5093075,4959040.05948906,6159984.20576989
419038873,44.5567919,48.5094424,4960039.38568986,6160006.8061728
419038877,44.56344,48.50944,4960779.4487966,6160006.40408949
419038880,44.5112744,48.5093809,4954972.40076767,6159996.50279406
419038882,44.6353797,48.5092039,4968787.73956842,6159966.84923764
419038885,44.576009,48.5093557,4962178.62347638,6159992.28092543
419038888,44.5301713,48.5093159,4957075.99405324,6159985.61305785
419038890,44.6359395,48.5091883,4968850.05621937,6159964.23570885
419038891,44.5528617,48.5093618,4959601.87782714,6159993.3028855
419038894,44.5256168,48.5094117,4956568.98943243,6160001.66285859
419038896,44.5543213,48.5092129,4959764.3597559,6159968.35704308
419038900,44.5304999,48.5092471,4957112.57363792,6159974.08670621
419038902,44.53,48.5093356,4957056.92502447,6159988.91348411
419038979,44.5520491,48.5089904,4959511.41960892,6159931.08082093
419038984,44.5156604,48.5092301,4955460.64805429,6159971.23862756
419038986,44.6356893,48.5091487,4968822.20408277,6159957.60137018
419038990,44.5402169,48.5090776,4958194.26512996,6159945.68972972
419038991,44.5051268,48.509084,4954288.05306607,6159946.76194421
419038996,44.52555,48.5093,4956561.55329044,6159982.94926298
419039001,44.6034871,48.5096157,4965237.47157635,6160035.839989
419039005,44.529543,48.5092084,4957006.05201718,6159967.60314033
419039011,44.556826,48.5091581,4960043.18168449,6159959.17618747
419039016,44.5337029,48.5091215,4957469.12996693,6159953.0444537
419039018,44.5715506,48.5091373,4961682.31665863,6159955.69148577
419039026,44.56303,48.50917,4960733.80780537,6159961.16983958
419039027,44.5592016,48.5093806,4960307.63226682,6159996.45253371
419039028,44.5626531,48.5097005,4960691.85148929,6160050.04699374
419039034,44.5109844,48.5087885,4954940.11811534,6159897.25593306
419039035,44.5568275,48.508943,4960043.34866373,6159923.13975039
419039040,44.52619,48.50908,4956632.79776455,6159946.09181015
419039042,44.5375668,48.5100307,4957899.25734741,6160105.36742166
419039043,44.5442465,48.5099994,4958642.83815006,6160100.12352544
419039053,44.5255055,48.5100632,4956556.5995731,6160110.81236527
419039058,44.5568317,48.5098763,4960043.81620559,6160079.49979908
419039059,44.62445,48.50996,4967571.0509299,6160093.52258723
419039060,44.5563542,48.5097232,4959990.66114874,6160053.85005213
419039065,44.5161553,48.5098545,4955515.74007029,6160075.84751161
419039067,44.5058296,48.5098504,4954366.2884042,6160075.16061368
419039073,44.5266434,48.5101274,4956683.27002168,6160121.56823342
419039075,44.503742,48.5100546,4954133.89783522,6160109.37154908
419039077,44.5527903,48.5101255,4959593.9296155,6160121.24991314
419039078,44.5497313,48.5100435,4959253.40329316,6160107.51189134
419039080,44.5090289,48.5099268,4954722.4328511,6160087.96037935
419039084,44.62509,48.51002,4967642.295404,6160103.57477945
419039088,44.6395986,48.5098332,4969257.38536813,6160072.27899372
419039089,44.6369823,48.5098639,4968966.14018437,6160077.42235097
419039093,44.5187615,48.5101987,4955805.86092719,6160133.51362955
419039098,44.5185358,48.5102073,4955780.73611812,6160134.95444986
419039101,44.56256,48.51015,4960681.4876447,6160125.35457034
419039103,44.5262256,48.5101868,4956636.76073842,6160131.51993673
419039104,44.5435792,48.5101458,4958568.55465385,6160124.65091468
419039107,44.5259289,48.5101629,4956603.7322455,6160127.51579881
419039110,44.5322647,48.5102232,4957309.03027527,6160137.61829271
419039111,44.5173223,48.5099601,4955645.64991604,6160093.53934088
419039113,44.62445,48.51026,4967571.0509299,6160143.78366806
419039114,44.5654673,48.5101685,4961005.12680028,6160128.45400669
419039117,44.5528223,48.510207,4959597.4918392,6160134.90418869
419039122,44.511696,48.510166,4955019.33306499,6160128.03516387
419039125,44.5183185,48.5100248,4955756.54639277,6160104.37895535
419039130,44.508601,48.5093552,4954674.79924099,6159992.19715822
419039137,44.5141864,48.5095795,4955296.56312486,6160029.77521361
419039138,44.5399387,48.5096702,4958163.29604762,6160044.97066737
419039140,44.5590874,48.5095222,4960294.91958097,6160020.17545372
419039141,44.5649211,48.5094241,4960944.32409441,6160003.74028806
419039142,44.5053785,48.5093448,4954316.07218191,6159990.45480037
419039143,44.5496106,48.5097027,4959239.96703062,6160050.41557201
419039145,44.559734,48.5096771,4960366.89876372,6160046.12666222
419039147,44.5527258,48.5094722,4959586.74950834,6160011.79870881
419039154,44.5207921,48.509533,4956031.9062852,6160021.98483171
419039159,44.5525203,48.5094297,4959563.87335298,6160004.67848218
419039161,44.5246638,48.5097091,4956462.9019577,6160051.4877998
419039162,44.5567292,48.5096022,4960032.40595778,6160033.57826286
419039167,44.51594,48.50979,4955491.77298392,6160065.04144095
419039170,44.524785,48.5098329,4956476.39387999,6160072.22873292
419039171,44.5170832,48.5096186,4955619.03342579,6160036.32584136
419039174,44.5647242,48.5096883,4960922.40528668,6160048.00305998
419039177,44.6242775,48.509725,4967551.84831773,6160054.15161631
419039180,44.5647145,48.5095873,4960921.32548762,6160031.08198805
419039181,44.5527239,48.5097264,4959586.53800131,6160054.38616623
419039183,44.5242328,48.5098402,4956414.92325717,6160073.45174592
419039190,44.5527751,48.5099414,4959592.23755924,6160090.40641007
419039195,44.5588643,48.5098501,4960270.08420258,6160075.11035286
419039199,44.5496346,48.5098428,4959242.6386984,6160073.88733963
419039204,44.5438566,48.5107893,4958599.4346806,6160232.46169827
419039206,44.62406,48.51079,4967527.63632849,6160232.57897571
419039207,44.5195949,48.5105458,4955898.63459082,6160191.66600281
419039208,44.5018319,48.510677,4953921.26647586,6160213.64706761
419039209,44.5405608,48.5107341,4958232.54790284,6160223.21353976
419039210,44.5216706,48.5107535,4956129.70045786,6160226.46379721
419039211,44.5121,48.51084,4955064.30613927,6160240.95593975
419039215,44.55964,48.5107689,4960356.43473158,6160229.04389938
419039216,44.53538,48.51082,4957655.82388494,6160237.60515314
419039217,44.61365,48.51082,4966368.80042933,6160237.60515314
419039218,44.5741382,48.5107891,4961970.366973,6160232.42819043
419039219,44.5643627,48.5110638,4960882.16329075,6160278.45133269
419039220,44.602826,48.5107268,4965163.87826098,6160221.99050506
419039221,44.5021116,48.5109404,4953952.40253743,6160257.77690865
419039222,44.5066816,48.510748,4954461.13261036,6160225.54233234
419039223,44.6204169,48.5106677,4967122.08829158,6160212.08895671
419039226,44.5462505,48.510869,4958865.92240961,6160245.8145827
419039229,44.53467,48.51095,4957576.78704648,6160259.38528991
419039230,44.5500077,48.5106201,4959284.17200042,6160204.11411403
419039232,44.53306,48.5109,4957397.5626663,6160251.00830757
419039234,44.559376,48.5109055,4960327.04638601,6160251.92977522
419039238,44.5595837,48.5109591,4960350.16744425,6160260.90990159
419039241,44.5177547,48.5108479,4955693.78446386,6160242.27950083
419039242,44.638414,48.5107622,4969125.51629933,6160227.9213873
419039243,44.6013882,48.5110313,4965003.82309712,6160273.00628093
419039244,44.5786101,48.5110677,4962468.17660388,6160279.10473914
419039246,44.583345,48.5109579,4962995.26326084,6160260.70885388
419039247,44.5600401,48.5110866,4960400.97365985,6160282.27124803
419039249,44.5689214,48.5110174,4961389.63545343,6160270.67747525
419039252,44.6206129,48.5110711,4967143.90691177,6160279.67437557
419039254,44.5447892,48.5111548,4958703.25123771,6160293.69749632
419039257,44.5526902,48.5109764,4959582.78653447,6160263.80833993
419039258,44.5535497,48.5110976,4959678.46563681,6160284.11419026
419039260,44.5294258,48.5113267,4956993.00537286,6160322.4977421
419039262,44.5085172,48.5109966,4954665.47066766,6160267.19264492
419039266,44.5640465,48.5112737,4960846.96406777,6160313.61807469
419039270,44.5609678,48.5100229,4960504.24475146,6160104.06063571
419039274,44.53149,48.51034,4957222.79106575,6160157.18667351
419039275,44.5654785,48.510262,4961006.37357858,6160144.11874294
419039279,44.5615338,48.5101895,4960567.25158325,6160131.97228717
419039280,44.53771,48.51037,4957915.19829849,6160162.21280603
419039283,44.562095,48.5103022,4960629.72408148,6160150.85375078
